财政部带电梯两居室 满五年 可贷款 交通方便$定慧西里$定慧寺$2室1厅 $ 61.3平米 $ 南 北 $ 简装 $ 14层 $ 1995年建 $ 板塔结合$74,715元/平$117人关注 $ 12天以前发布
椿树园南北两居 满五唯一商品房 高层电梯直达$椿树园$宣武门$2室1厅 $ 67.36平米 $ 北 南 $ 简装 $ 高楼层(共18层) $ 1999年建 $ 塔楼$132,869元/平$42人关注 $ 13天以前发布
西马道 3室1厅 南 北$西马道$怀柔$3室1厅 $ 73.36平米 $ 南 北 $ 简装 $ 低楼层(共6层)  $ 板塔结合$$33,397元/平$2人关注 $ 13天以前发布
角门西双地铁南北通透低楼层两居室诚心出售$晨新园$马家堡$2室2厅 $ 76.24平米 $ 南 北 $ 简装 $ 底层(共5层) $ 1998年建 $ 板楼$66,895元/平$8人关注 $ 10天以前发布
百子湾家园二区、高楼层、带阳台、采光、景观、视野好$百子湾家园二区$百子湾$2室1厅 $ 103.07平米 $ 南 $ 简装 $ 顶层(共14层) $ 2006年建 $ 板塔结合$55,788元/平$10人关注 $ 8天以前发布
民园小区 通透两居室 随时看房 精装修 满五唯一 中层$民园小区$沙河$2室2厅 $ 74.9平米 $ 东 西 $ 精装 $ 中楼层(共6层) $ 1998年建 $ 板楼$36,049元/平$7人关注 $ 12天以前发布
碧桂园小区C区南北向三居室，中楼层，满五唯一$碧桂园小区C区$长阳$3室1厅 $ 118.24平米 $ 南 北 $ 精装 $ 中楼层(共16层) $ 2007年建 $ 板塔结合$27,064元/平$14人关注 $ 12天以前发布
三里河三区满两年中间楼层，双南向，采光好$三里河三区$月坛$2室1厅 $ 50平米 $ 南 $ 简装 $ 中楼层(共6层) $ 1982年建 $ 板楼$169,600元/平$15人关注 $ 10天以前发布
交科院 南北两居 有电梯 户型方正 采光好 看房随时$交科院$小西天$2室2厅 $ 85.68平米 $ 南 $ 简装 $ 中楼层(共16层) $ 2000年建 $ 板塔结合$108,544元/平$27人关注 $ 16天以前发布
旗胜家园，商品房，全南，精装修，看房有钥匙$旗胜家园$西三旗$2室1厅 $ 88.24平米 $ 南 $ 精装 $ 中楼层(共28层) $ 2009年建 $ 板塔结合$54,398元/平$17人关注 $ 5天以前发布
有钥匙 平乐园小区 南北通透  不临街 无遮挡 光线充足$平乐园小区$北工大$2室1厅 $ 61.27平米 $ 南 北 $ 简装 $ 6层 $ 1995年建 $ 板楼$67,570元/平$23人关注 $ 15天以前发布
文慧园10号院南北通透两居 满五年房子光线好$文慧园10号院$新街口$2室1厅 $ 64.3平米 $ 南 北 $ 简装 $ 低楼层(共6层) $ 1980年建 $ 板楼$94,868元/平$32人关注 $ 10天以前发布
和平街十五区 楼龄新 电梯直达$和平街十五区$和平里$2室1厅 $ 66.72平米 $ 东 西北 $ 简装 $ 高楼层(共18层) $ 1997年建 $ 塔楼$80,636元/平$15人关注 $ 7天以前发布
伟业嘉园西里  楼层好 采光好  满五年唯一$伟业嘉园西里$良乡$1室1厅 $ 64.07平米 $ 南 $ 简装 $ 低楼层(共7层) $ 2005年建 $ 板楼$32,465元/平$4人关注 $ 7天以前发布
首开熙悦山熹园一号院满五唯一两居室业主随时配合签约$首开熙悦山熹园1号院$长阳$2室1厅 $ 90.68平米 $ 南 北 $ 简装 $ 低楼层(共18层) $ 2013年建 $ 塔楼$38,929元/平$2人关注 $ 3天以前发布
精装修 带电梯 南北一居室 看房随时$草桥欣园三区$草桥$1室1厅 $ 58.37平米 $ 南 北 $ 精装 $ 低楼层(共6层) $ 1999年建 $ 板楼$70,242元/平$20人关注 $ 4天以前发布
新中西街南向一居室满五年不唯一$新中西街$朝阳门外$1室1厅 $ 38.75平米 $ 南 $ 简装 $ 中楼层(共7层) $ 1990年建 $ 板楼$127,742元/平$16人关注 $ 7天以前发布
京投银泰万科西华府 南北三居 满2年  楼层好 采光好$京投银泰万科西华府$科技园区$3室2厅 $ 117.41平米 $ 南 北 $ 精装 $ 高楼层(共21层) $ 2014年建 $ 板楼$68,138元/平$19人关注 $ 9天以前发布
右安门内大街 2室1厅 东 西$右安门内大街$牛街$2室1厅 $ 49.38平米 $ 东 西 $ 简装 $ 中楼层(共5层) $ 1978年建 $ 板楼$117,052元/平$10人关注 $ 5天以前发布
媒体村天畅园87平东北向 满五年唯一 视野开阔 随时看$天畅园$奥林匹克公园$1室1厅 $ 87.09平米 $ 东北 $ 简装 $ 中楼层(共32层) $ 2008年建 $ 塔楼$55,460元/平$23人关注 $ 5天以前发布
阳光水岸 精致2居 南北通风 全明户型 带电梯$阳光水岸$顺义城$2室0厅 $ 62.05平米 $ 南 北 $ 毛坯 $ 底层(共18层) $ 2010年建 $ 板楼$34,811元/平$7人关注 $ 3天以前发布
满五年唯一，南北通透，采光充足$安德路$六铺炕$2室1厅 $ 62.2平米 $ 南 北 $ 精装 $ 顶层(共6层) $ 1985年建 $ 板楼$139,872元/平$25人关注 $ 14天以前发布
老山东里 带电梯两居 钢混结构$老山东里$老山$3室1厅 $ 65平米 $ 东北 $ 简装 $ 中楼层(共16层) $ 1985年建 $ 塔楼$50,000元/平$23人关注 $ 12天以前发布
曙光花园 望河园 两居室 诚意卖$望河园$四季青$2室1厅 $ 82.01平米 $ 西南 $ 简装 $ 低楼层(共17层) $ 2002年建 $ 塔楼$91,453元/平$18人关注 $ 11天以前发布
倚山嘉园满五唯一，南北通透，南面无遮挡$倚山嘉园$滨河西区$2室1厅 $ 86.14平米 $ 南 北 $ 简装 $ 底层(共6层) $ 2009年建 $ 板楼$37,149元/平$11人关注 $ 13天以前发布
交东小区 交道口东大街 朝南向两居室 电梯直达$交道口东大街$交道口$2室1厅 $ 72.57平米 $ 南 $ 简装 $ 中楼层(共10层) $ 2002年建 $ 板塔结合$155,023元/平$22人关注 $ 14天以前发布
西城区  两居 满五唯一 无户口 无抵押$常青藤嘉园$马连道$2室1厅 $ 88.78平米 $ 东南 $ 精装 $ 低楼层(共22层) $ 2005年建 $ 塔楼$98,559元/平$20人关注 $ 6天以前发布
